GEO_ID,NAME,P1_001N,P1_002N,P1_003N,P1_004N,P1_005N,P1_006N,P1_007N,P1_008N,P1_009N,P1_010N,P1_011N,P1_012N,P1_013N,P1_014N,P1_015N,P1_016N,P1_017N,P1_018N,P1_019N,P1_020N,P1_021N,P1_022N,P1_023N,P1_024N,P1_025N,P1_026N,P1_027N,P1_028N,P1_029N,P1_030N,P1_031N,P1_032N,P1_033N,P1_034N,P1_035N,P1_036N,P1_037N,P1_038N,P1_039N,P1_040N,P1_041N,P1_042N,P1_043N,P1_044N,P1_045N,P1_046N,P1_047N,P1_048N,P1_049N,P1_050N,P1_051N,P1_052N,P1_053N,P1_054N,P1_055N,P1_056N,P1_057N,P1_058N,P1_059N,P1_060N,P1_061N,P1_062N,P1_063N,P1_064N,P1_065N,P1_066N,P1_067N,P1_068N,P1_069N,P1_070N,P1_071N
1500000US421010061002,"Block Group 2, Census Tract 61, Philadelphia County, Pennsylvania",1109,1080,106,857,0,109,4,4,29,27,9,0,4,0,0,2,2,0,8,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010062001,"Block Group 1, Census Tract 62, Philadelphia County, Pennsylvania",1036,1000,45,811,1,71,0,72,36,35,8,0,2,0,8,8,1,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010062002,"Block Group 2, Census Tract 62, Philadelphia County, Pennsylvania",991,949,48,851,0,25,0,25,42,41,19,4,1,0,2,7,5,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010062003,"Block Group 3, Census Tract 62, Philadelphia County, Pennsylvania",913,894,54,817,2,17,0,4,19,16,7,1,0,0,0,0,3,0,4,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1500000US421010062004,"Block Group 4, Census Tract 62, Philadelphia County, Pennsylvania",1558,1508,74,1263,3,117,0,51,50,49,15,13,4,0,3,7,2,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010063001,"Block Group 1, Census Tract 63, Philadelphia County, Pennsylvania",686,622,32,437,1,109,0,43,64,60,9,1,4,0,31,4,5,0,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010063002,"Block Group 2, Census Tract 63, Philadelphia County, Pennsylvania",965,908,39,556,4,216,0,93,57,56,6,0,7,1,14,5,11,0,11,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010063003,"Block Group 3, Census Tract 63, Philadelphia County, Pennsylvania",902,855,36,695,0,93,0,31,47,42,19,0,5,1,6,3,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
1500000US421010063004,"Block Group 4, Census Tract 63, Philadelphia County, Pennsylvania",1469,1419,40,1240,1,78,0,60,50,47,18,0,1,0,7,6,9,0,6,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010064001,"Block Group 1, Census Tract 64, Philadelphia County, Pennsylvania",1340,1294,45,1084,5,129,0,31,46,44,14,0,3,0,3,5,8,0,11,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010064002,"Block Group 2, Census Tract 64, Philadelphia County, Pennsylvania",1235,1214,53,1069,1,77,0,14,21,18,8,0,1,0,0,1,0,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010064003,"Block Group 3, Census Tract 64, Philadelphia County, Pennsylvania",1974,1905,82,1538,4,238,2,41,69,61,22,3,2,0,8,9,2,0,15,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010065001,"Block Group 1, Census Tract 65, Philadelphia County, Pennsylvania",1486,1415,11,1363,0,16,0,25,71,59,19,1,0,0,5,18,10,2,2,0,0,0,0,2,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010065002,"Block Group 2, Census Tract 65, Philadelphia County, Pennsylvania",1167,1146,35,1070,7,17,0,17,21,20,8,0,0,0,1,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010065003,"Block Group 3, Census Tract 65, Philadelphia County, Pennsylvania",2010,1933,19,1856,5,17,0,36,77,69,13,1,0,0,6,22,11,0,15,0,0,0,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010066001,"Block Group 1, Census Tract 66, Philadelphia County, Pennsylvania",875,827,27,664,5,79,1,51,48,43,18,0,3,0,11,0,0,0,10,0,0,1,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010066002,"Block Group 2, Census Tract 66, Philadelphia County, Pennsylvania",1233,1171,79,792,0,232,1,67,62,54,22,0,2,0,12,2,4,2,8,0,0,1,1,0,0,8,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010066003,"Block Group 3, Census Tract 66, Philadelphia County, Pennsylvania",1484,1422,19,1317,2,46,1,37,62,55,23,3,3,0,7,8,2,0,8,0,0,1,0,0,0,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010067001,"Block Group 1, Census Tract 67, Philadelphia County, Pennsylvania",1413,1369,85,1155,5,88,0,36,44,33,15,0,1,1,5,10,0,0,1,0,0,0,0,0,0,11,4,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010067002,"Block Group 2, Census Tract 67, Philadelphia County, Pennsylvania",1290,1230,76,1007,0,89,0,58,60,49,43,1,2,0,0,2,0,0,1,0,0,0,0,0,0,11,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010067003,"Block Group 3, Census Tract 67, Philadelphia County, Pennsylvania",2942,2846,235,2101,5,446,0,59,96,79,39,3,6,0,1,16,9,0,5,0,0,0,0,0,0,16,8,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010067004,"Block Group 4, Census Tract 67, Philadelphia County, Pennsylvania",1805,1731,77,1534,9,90,0,21,74,71,28,2,4,1,2,11,7,0,16,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010070001,"Block Group 1, Census Tract 70, Philadelphia County, Pennsylvania",932,890,24,835,3,0,4,24,42,36,12,0,0,0,5,7,8,2,2,0,0,0,0,0,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010070002,"Block Group 2, Census Tract 70, Philadelphia County, Pennsylvania",714,690,27,636,6,8,0,13,24,21,2,0,0,0,2,8,3,1,5,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010070003,"Block Group 3, Census Tract 70, Philadelphia County, Pennsylvania",824,798,11,777,1,5,0,4,26,21,6,0,0,0,0,9,2,0,4,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010070004,"Block Group 4, Census Tract 70, Philadelphia County, Pennsylvania",614,607,0,576,4,8,1,18,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010070005,"Block Group 5, Census Tract 70, Philadelphia County, Pennsylvania",808,764,24,710,5,5,1,19,44,38,18,3,1,0,0,9,2,0,5,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010071011,"Block Group 1, Census Tract 71.01, Philadelphia County, Pennsylvania",822,795,16,749,1,11,0,18,27,23,4,0,0,0,0,7,0,0,12,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010071012,"Block Group 2, Census Tract 71.01, Philadelphia County, Pennsylvania",888,845,28,778,2,16,0,21,43,38,16,0,1,0,3,10,0,0,8,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010071013,"Block Group 3, Census Tract 71.01, Philadelphia County, Pennsylvania",727,700,81,600,3,7,0,9,27,25,16,0,2,0,1,2,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010071021,"Block Group 1, Census Tract 71.02, Philadelphia County, Pennsylvania",972,932,46,855,0,11,0,20,40,32,11,0,0,0,10,8,0,0,3,0,0,0,0,0,0,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010071022,"Block Group 2, Census Tract 71.02, Philadelphia County, Pennsylvania",1161,1105,24,1059,6,0,0,16,56,47,16,1,0,0,5,18,2,0,5,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010071023,"Block Group 3, Census Tract 71.02, Philadelphia County, Pennsylvania",922,877,15,849,0,3,0,10,45,37,15,0,0,0,4,8,3,0,6,0,0,0,0,0,1,5,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010071024,"Block Group 4, Census Tract 71.02, Philadelphia County, Pennsylvania",827,787,23,741,9,1,0,13,40,31,22,0,0,0,0,7,0,0,2,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010071025,"Block Group 5, Census Tract 71.02, Philadelphia County, Pennsylvania",792,747,8,722,3,4,0,10,45,42,17,0,0,1,1,8,2,1,11,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010072001,"Block Group 1, Census Tract 72, Philadelphia County, Pennsylvania",891,855,14,825,2,3,0,11,36,32,7,0,1,0,7,6,0,0,10,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010072002,"Block Group 2, Census Tract 72, Philadelphia County, Pennsylvania",728,696,36,636,1,3,0,20,32,32,5,2,0,0,10,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010072003,"Block Group 3, Census Tract 72, Philadelphia County, Pennsylvania",572,563,11,535,1,3,0,13,9,5,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010072004,"Block Group 4, Census Tract 72, Philadelphia County, Pennsylvania",640,627,9,602,3,9,0,4,13,11,7,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010072005,"Block Group 5, Census Tract 72, Philadelphia County, Pennsylvania",743,716,11,698,1,3,0,3,27,22,17,0,1,0,0,1,0,0,3,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010072006,"Block Group 6, Census Tract 72, Philadelphia County, Pennsylvania",928,900,40,819,4,15,0,22,28,24,5,1,0,1,1,8,4,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
1500000US421010073001,"Block Group 1, Census Tract 73, Philadelphia County, Pennsylvania",900,858,162,663,0,20,0,13,42,35,6,2,11,0,9,2,5,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010073002,"Block Group 2, Census Tract 73, Philadelphia County, Pennsylvania",782,749,87,647,0,4,0,11,33,28,7,0,2,0,11,4,0,0,4,0,0,0,0,0,0,5,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010073003,"Block Group 3, Census Tract 73, Philadelphia County, Pennsylvania",645,589,135,410,6,20,0,18,56,50,10,3,8,0,13,4,3,0,9,0,0,0,0,0,0,6,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010073004,"Block Group 4, Census Tract 73, Philadelphia County, Pennsylvania",880,827,193,587,0,31,3,13,53,44,21,0,0,0,8,3,3,0,7,0,0,2,0,0,0,7,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010074001,"Block Group 1, Census Tract 74, Philadelphia County, Pennsylvania",659,627,185,354,0,74,3,11,32,27,15,0,3,0,4,1,0,0,2,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010074002,"Block Group 2, Census Tract 74, Philadelphia County, Pennsylvania",720,656,155,449,2,32,3,15,64,57,15,3,12,1,8,9,1,0,8,0,0,0,0,0,0,6,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010074003,"Block Group 3, Census Tract 74, Philadelphia County, Pennsylvania",725,703,83,596,2,11,0,11,22,20,3,0,0,1,4,6,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010074004,"Block Group 4, Census Tract 74, Philadelphia County, Pennsylvania",1471,1392,86,1257,1,20,1,27,79,68,17,0,5,0,20,17,0,0,7,0,0,1,0,0,1,9,4,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010074005,"Block Group 5, Census Tract 74, Philadelphia County, Pennsylvania",650,616,6,595,0,8,0,7,34,31,12,2,0,0,0,2,0,0,15,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010077001,"Block Group 1, Census Tract 77, Philadelphia County, Pennsylvania",1667,1555,860,196,4,452,2,41,112,104,14,4,28,0,44,7,1,0,0,0,0,2,0,4,0,5,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010077002,"Block Group 2, Census Tract 77, Philadelphia County, Pennsylvania",635,589,181,324,5,69,0,10,46,45,9,6,9,0,11,3,0,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010078001,"Block Group 1, Census Tract 78, Philadelphia County, Pennsylvania",893,825,439,308,6,49,0,23,68,62,17,0,18,0,18,2,1,0,6,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010078002,"Block Group 2, Census Tract 78, Philadelphia County, Pennsylvania",543,498,315,137,0,27,0,19,45,43,13,2,0,0,20,2,0,0,6,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010078003,"Block Group 3, Census Tract 78, Philadelphia County, Pennsylvania",836,778,492,238,3,40,0,5,58,51,11,6,14,0,15,1,1,0,2,0,0,1,0,0,0,7,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010078004,"Block Group 4, Census Tract 78, Philadelphia County, Pennsylvania",969,883,670,140,3,50,1,19,86,69,18,2,12,0,30,6,0,0,1,0,0,0,0,0,0,15,6,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010078005,"Block Group 5, Census Tract 78, Philadelphia County, Pennsylvania",1117,1010,721,153,0,116,0,20,107,86,16,1,26,2,38,0,0,0,1,0,1,1,0,0,0,18,8,2,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010079001,"Block Group 1, Census Tract 79, Philadelphia County, Pennsylvania",1078,979,626,178,0,144,0,31,99,93,4,3,34,0,42,2,0,0,6,1,0,0,0,1,0,6,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010079002,"Block Group 2, Census Tract 79, Philadelphia County, Pennsylvania",1457,1316,897,231,2,157,0,29,141,128,17,7,44,1,46,6,3,0,1,2,0,0,0,1,0,11,3,3,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010079003,"Block Group 3, Census Tract 79, Philadelphia County, Pennsylvania",1073,960,615,270,4,47,1,23,113,100,15,8,16,0,48,2,3,0,7,0,0,0,0,1,0,11,3,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010079004,"Block Group 4, Census Tract 79, Philadelphia County, Pennsylvania",1114,1028,541,408,0,57,0,22,86,80,22,1,9,0,41,5,0,0,1,0,0,1,0,0,0,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010080001,"Block Group 1, Census Tract 80, Philadelphia County, Pennsylvania",1068,982,384,539,5,33,0,21,86,69,13,0,18,1,19,5,4,1,4,0,0,1,0,3,0,12,5,0,0,1,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010080002,"Block Group 2, Census Tract 80, Philadelphia County, Pennsylvania",933,868,345,476,2,22,0,23,65,56,13,7,5,1,10,3,7,0,10,0,0,0,0,0,0,7,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010080003,"Block Group 3, Census Tract 80, Philadelphia County, Pennsylvania",746,709,103,574,3,15,0,14,37,32,8,1,3,0,2,11,1,0,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010080004,"Block Group 4, Census Tract 80, Philadelphia County, Pennsylvania",1195,1127,172,902,3,26,2,22,68,58,21,0,4,0,6,16,1,1,6,0,0,0,0,3,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010081011,"Block Group 1, Census Tract 81.01, Philadelphia County, Pennsylvania",1051,1017,72,904,7,5,0,29,34,31,10,0,4,0,3,10,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010081012,"Block Group 2, Census Tract 81.01, Philadelphia County, Pennsylvania",1664,1570,34,1469,3,15,0,49,94,75,30,1,2,0,11,17,3,0,10,1,0,0,0,0,0,18,9,1,0,1,0,2,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010081021,"Block Group 1, Census Tract 81.02, Philadelphia County, Pennsylvania",858,817,3,788,6,14,0,6,41,38,17,3,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010081022,"Block Group 2, Census Tract 81.02, Philadelphia County, Pennsylvania",869,844,54,762,1,14,0,13,25,17,6,0,0,0,1,0,2,0,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010081023,"Block Group 3, Census Tract 81.02, Philadelphia County, Pennsylvania",1455,1374,46,1281,4,13,1,29,81,71,28,1,0,0,5,16,7,1,13,0,0,0,0,0,0,8,4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010081024,"Block Group 4, Census Tract 81.02, Philadelphia County, Pennsylvania",1852,1778,40,1700,8,11,3,16,74,70,22,0,0,0,7,22,5,2,12,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010082001,"Block Group 1, Census Tract 82, Philadelphia County, Pennsylvania",1015,992,11,951,14,11,0,5,23,21,1,0,0,0,1,7,5,0,4,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010082002,"Block Group 2, Census Tract 82, Philadelphia County, Pennsylvania",1047,1001,16,953,13,8,0,11,46,37,14,0,0,1,0,12,5,0,5,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
